Unique_Id,Id,ActivityDate,DayOfWeek,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalMinutesWorn,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
83785632004/15/2016,8378563200,4/15/2016,Fri,"14,461",11.47,4.91,1.15,5.41,0.00,60,23,190,729,1002,"3,666",1,513,533
83785632004/16/2016,8378563200,4/16/2016,Sat,"11,207",8.89,5.37,1.07,2.44,0.00,64,21,142,563,790,"3,363",2,611,689
83785632004/17/2016,8378563200,4/17/2016,Sun,"2,132",1.69,0.00,0.00,1.69,0.00,0,0,93,599,692,"2,572",2,525,591
83785632004/18/2016,8378563200,4/18/2016,Mon,"13,630",10.81,5.05,0.56,5.20,0.00,117,10,174,720,1021,"4,157",1,398,451
83785632004/19/2016,8378563200,4/19/2016,Tue,"13,070",10.36,5.30,0.88,4.18,0.00,120,19,154,737,1030,"4,092",1,387,421
83785632004/20/2016,8378563200,4/20/2016,Wed,"9,388",7.44,2.23,0.44,4.78,0.00,82,8,169,763,1022,"3,787",1,381,409
83785632004/21/2016,8378563200,4/21/2016,Thu,"15,148",12.01,6.90,0.82,4.29,0.00,137,16,145,677,975,"4,236",1,396,417
83785632004/22/2016,8378563200,4/22/2016,Fri,"12,200",9.67,4.91,0.59,4.18,0.00,113,12,159,769,1053,"4,044",1,441,469
83785632004/23/2016,8378563200,4/23/2016,Sat,"5,709",4.53,1.52,0.52,2.48,0.00,19,10,136,740,905,"2,908",1,565,591
83785632004/24/2016,8378563200,4/24/2016,Sun,"3,703",2.94,0.00,0.00,2.94,0.00,0,0,135,734,869,"2,741",1,458,492
83785632004/25/2016,8378563200,4/25/2016,Mon,"12,405",9.84,5.05,0.87,3.92,0.00,117,16,141,692,966,"4,005",1,388,402
83785632004/26/2016,8378563200,4/26/2016,Tue,"16,208",12.85,7.51,0.92,4.42,0.00,90,18,161,593,862,"3,763",1,550,584
83785632004/27/2016,8378563200,4/27/2016,Wed,"7,359",5.84,0.33,0.18,5.33,0.00,4,4,192,676,876,"3,061",1,531,600
83785632004/28/2016,8378563200,4/28/2016,Thu,"5,417",4.30,0.90,0.49,2.91,0.00,11,10,139,711,871,"2,884",1,506,556
83785632004/29/2016,8378563200,4/29/2016,Fri,"6,175",4.90,0.25,0.36,4.27,0.00,3,7,172,767,949,"2,982",1,527,562
83785632004/30/2016,8378563200,4/30/2016,Sat,"2,946",2.34,0.00,0.00,2.34,0.00,0,0,121,780,901,"2,660",1,468,555
83785632005/1/2016,8378563200,5/1/2016,Sun,"11,419",9.06,6.03,0.56,2.47,0.00,71,10,127,669,877,"3,369",1,475,539
83785632005/2/2016,8378563200,5/2/2016,Mon,"6,064",4.81,0.63,0.17,4.01,0.00,63,4,142,802,1011,"3,491",1,351,385
83785632005/3/2016,8378563200,5/3/2016,Tue,"8,712",6.91,1.34,1.06,4.50,0.00,71,20,195,822,1108,"3,784",1,405,429
83785632005/4/2016,8378563200,5/4/2016,Wed,"7,875",6.24,1.56,0.49,4.20,0.00,19,10,167,680,876,"3,110",1,441,477
83785632005/5/2016,8378563200,5/5/2016,Thu,"8,567",6.79,0.89,0.16,5.74,0.00,66,3,214,764,1047,"3,783",1,381,417
83785632005/6/2016,8378563200,5/6/2016,Fri,"7,045",5.59,1.55,0.25,3.78,0.00,74,5,166,831,1076,"3,644",1,323,355
83785632005/7/2016,8378563200,5/7/2016,Sat,"4,468",3.54,0.00,0.00,3.54,0.00,0,0,158,851,1009,"2,799",2,459,513
83785632005/8/2016,8378563200,5/8/2016,Sun,"2,943",2.33,0.00,0.00,2.33,0.00,0,0,139,621,760,"2,685",1,545,606
83785632005/9/2016,8378563200,5/9/2016,Mon,"8,382",6.65,1.27,0.66,4.72,0.00,71,13,171,772,1027,"3,721",1,359,399
83785632005/10/2016,8378563200,5/10/2016,Tue,"6,582",5.22,0.66,0.64,3.92,0.00,63,13,152,840,1068,"3,586",1,342,391
83785632005/11/2016,8378563200,5/11/2016,Wed,"9,143",7.25,1.39,0.59,5.27,0.00,72,10,184,763,1029,"3,788",1,368,387
83785632005/12/2016,8378563200,5/12/2016,Thu,"4,561",3.62,0.65,0.27,2.69,0.00,8,6,102,433,549,"1,976",1,496,546
85838150594/12/2016,8583815059,4/12/2016,Tue,"5,014",3.91,0.00,0.33,3.58,0.00,0,7,196,1237,1440,"2,650",0,0,0
85838150594/13/2016,8583815059,4/13/2016,Wed,"5,571",4.35,0.15,0.97,3.23,0.00,2,23,163,1252,1440,"2,654",0,0,0
85838150594/14/2016,8583815059,4/14/2016,Thu,"3,135",2.45,0.00,0.00,2.43,0.00,0,0,134,1306,1440,"2,443",0,0,0
85838150594/15/2016,8583815059,4/15/2016,Fri,"3,430",2.68,0.00,0.00,0.90,0.00,0,0,65,1375,1440,"2,505",0,0,0
85838150594/18/2016,8583815059,4/18/2016,Mon,"3,864",3.01,0.31,1.06,1.35,0.00,4,22,105,1309,1440,"2,536",0,0,0
85838150594/19/2016,8583815059,4/19/2016,Tue,"5,697",4.44,0.53,0.48,3.44,0.00,7,10,166,1257,1440,"2,668",0,0,0
85838150594/20/2016,8583815059,4/20/2016,Wed,"5,273",4.11,0.00,1.04,3.07,0.00,0,27,167,1246,1440,"2,647",0,0,0
85838150594/21/2016,8583815059,4/21/2016,Thu,"8,538",6.66,2.63,1.02,3.01,0.00,35,18,158,1229,1440,"2,883",0,0,0
85838150594/22/2016,8583815059,4/22/2016,Fri,"8,687",6.78,0.29,2.41,4.08,0.00,4,54,212,1170,1440,"2,944",0,0,0
85838150594/23/2016,8583815059,4/23/2016,Sat,"9,423",7.35,0.53,2.03,4.75,0.00,7,44,238,1151,1440,"3,012",0,0,0
85838150594/24/2016,8583815059,4/24/2016,Sun,"8,286",6.46,0.15,2.05,4.27,0.00,2,44,206,1188,1440,"2,889",0,0,0
85838150594/25/2016,8583815059,4/25/2016,Mon,"4,503",3.51,1.47,0.24,1.81,0.00,18,6,122,1294,1440,"2,547",0,0,0
85838150594/26/2016,8583815059,4/26/2016,Tue,"10,499",8.19,0.07,4.22,3.89,0.00,1,91,214,1134,1440,"3,093",0,0,0
85838150594/27/2016,8583815059,4/27/2016,Wed,"12,474",9.73,6.60,0.27,2.87,0.00,77,5,129,1229,1440,"3,142",0,0,0
85838150594/28/2016,8583815059,4/28/2016,Thu,"6,174",4.82,0.00,1.20,3.61,0.00,0,28,203,1209,1440,"2,757",0,0,0
85838150594/29/2016,8583815059,4/29/2016,Fri,"15,168",11.83,3.90,3.00,4.92,0.00,46,67,258,1069,1440,"3,513",0,0,0
85838150594/30/2016,8583815059,4/30/2016,Sat,"10,085",7.87,0.15,1.28,6.43,0.00,2,28,317,1093,1440,"3,164",0,0,0
85838150595/1/2016,8583815059,5/1/2016,Sun,"4,512",3.52,0.78,0.12,2.04,0.00,10,2,117,1311,1440,"2,596",0,0,0
85838150595/5/2016,8583815059,5/5/2016,Thu,"12,427",9.69,0.00,0.00,1.18,0.00,0,0,70,1370,1440,"3,266",0,0,0
85838150595/6/2016,8583815059,5/6/2016,Fri,"5,843",4.56,0.14,1.19,3.23,0.00,2,22,166,1250,1440,"2,683",0,0,0
85838150595/7/2016,8583815059,5/7/2016,Sat,"6,117",4.77,0.00,0.00,4.77,0.00,0,0,250,1190,1440,"2,810",0,0,0
85838150595/8/2016,8583815059,5/8/2016,Sun,"9,217",7.19,0.22,3.31,3.66,0.00,3,72,182,1183,1440,"2,940",0,0,0
85838150595/9/2016,8583815059,5/9/2016,Mon,"9,877",7.70,5.76,0.17,1.73,0.00,66,4,110,1260,1440,"2,947",0,0,0
85838150595/10/2016,8583815059,5/10/2016,Tue,"8,240",6.43,0.69,2.01,3.72,0.00,9,43,162,1226,1440,"2,846",0,0,0
85838150595/11/2016,8583815059,5/11/2016,Wed,"8,701",6.79,0.37,3.24,3.17,0.00,5,71,177,1106,1359,"2,804",0,0,0
87920096654/12/2016,8792009665,4/12/2016,Tue,"2,564",1.64,0.00,0.00,1.64,0.00,0,0,116,831,947,"2,044",1,458,493
87920096654/13/2016,8792009665,4/13/2016,Wed,"1,320",0.84,0.00,0.00,0.84,0.00,0,0,82,806,888,"1,934",1,531,552
87920096654/14/2016,8792009665,4/14/2016,Thu,"1,219",0.78,0.00,0.00,0.78,0.00,0,0,84,853,937,"1,963",1,486,503
87920096654/15/2016,8792009665,4/15/2016,Fri,"2,483",1.59,0.00,0.00,1.59,0.00,0,0,126,937,1063,"2,009",1,363,377
87920096654/16/2016,8792009665,4/16/2016,Sat,244,0.16,0.00,0.00,0.16,0.00,0,0,12,1428,1440,"1,721",0,0,0
87920096654/20/2016,8792009665,4/20/2016,Wed,"3,147",2.01,0.00,0.28,1.74,0.00,0,10,139,744,893,"2,188",1,528,547
87920096654/21/2016,8792009665,4/21/2016,Thu,144,0.09,0.00,0.00,0.09,0.00,0,0,9,1431,1440,"1,720",0,0,0
87920096654/22/2016,8792009665,4/22/2016,Fri,"4,068",2.60,0.05,0.28,2.27,0.00,1,20,195,817,1033,"2,419",1,391,407
87920096654/23/2016,8792009665,4/23/2016,Sat,"5,245",3.36,0.16,0.44,2.75,0.00,8,45,232,795,1080,"2,748",1,339,360
87920096654/24/2016,8792009665,4/24/2016,Sun,400,0.26,0.04,0.05,0.16,0.00,3,8,19,1410,1440,"1,799",0,0,0
87920096654/26/2016,8792009665,4/26/2016,Tue,"1,321",0.85,0.00,0.00,0.85,0.00,0,0,80,1360,1440,"1,928",0,0,0
87920096654/27/2016,8792009665,4/27/2016,Wed,"1,758",1.13,0.00,0.00,1.13,0.00,0,0,112,900,1012,"2,067",1,423,428
87920096654/28/2016,8792009665,4/28/2016,Thu,"6,157",3.94,0.00,0.00,3.94,0.00,0,0,310,714,1024,"2,780",1,402,416
87920096654/29/2016,8792009665,4/29/2016,Fri,"8,360",5.35,0.14,0.28,4.93,0.00,6,14,380,634,1034,"3,101",1,398,406
87920096654/30/2016,8792009665,4/30/2016,Sat,"7,174",4.59,0.33,0.36,3.91,0.00,10,20,301,749,1080,"2,896",1,343,360
87920096655/1/2016,8792009665,5/1/2016,Sun,"1,619",1.04,0.00,0.00,1.04,0.00,0,0,79,834,913,"1,962",1,503,527
87920096655/2/2016,8792009665,5/2/2016,Mon,"1,831",1.17,0.00,0.00,1.17,0.00,0,0,101,916,1017,"2,015",1,415,423
87920096655/3/2016,8792009665,5/3/2016,Tue,"2,421",1.55,0.00,0.00,1.55,0.00,0,0,156,739,895,"2,297",1,516,545
87920096655/4/2016,8792009665,5/4/2016,Wed,"2,283",1.46,0.00,0.00,1.46,0.00,0,0,129,848,977,"2,067",1,439,463
88776893914/12/2016,8877689391,4/12/2016,Tue,"23,186",20.40,12.22,0.34,7.82,0.00,85,7,312,1036,1440,"3,921",0,0,0
88776893914/13/2016,8877689391,4/13/2016,Wed,"15,337",9.58,3.55,0.38,5.64,0.00,108,18,216,1098,1440,"3,566",0,0,0
88776893914/14/2016,8877689391,4/14/2016,Thu,"21,129",18.98,10.55,0.59,7.75,0.02,68,13,298,1061,1440,"3,793",0,0,0
88776893914/15/2016,8877689391,4/15/2016,Fri,"13,422",7.17,0.05,0.05,7.01,0.01,106,1,281,1052,1440,"3,934",0,0,0
88776893914/16/2016,8877689391,4/16/2016,Sat,"29,326",25.29,13.24,1.21,10.71,0.00,94,29,429,888,1440,"4,547",0,0,0
88776893914/17/2016,8877689391,4/17/2016,Sun,"15,118",8.87,0.00,0.07,8.79,0.00,58,15,307,1060,1440,"3,545",0,0,0
88776893914/18/2016,8877689391,4/18/2016,Mon,"11,423",8.67,2.44,0.27,5.94,0.00,29,5,191,1215,1440,"2,761",0,0,0
88776893914/19/2016,8877689391,4/19/2016,Tue,"18,785",17.40,12.15,0.18,5.03,0.00,82,13,214,1131,1440,"3,676",0,0,0
88776893914/20/2016,8877689391,4/20/2016,Wed,"19,948",18.11,11.02,0.69,6.34,0.00,73,19,225,1123,1440,"3,679",0,0,0
88776893914/21/2016,8877689391,4/21/2016,Thu,"19,377",17.62,12.29,0.42,4.89,0.00,82,13,226,1119,1440,"3,659",0,0,0
88776893914/22/2016,8877689391,4/22/2016,Fri,"18,258",16.31,10.23,0.03,5.97,0.05,61,2,236,1141,1440,"3,427",0,0,0
88776893914/23/2016,8877689391,4/23/2016,Sat,"11,200",7.43,0.00,0.00,7.40,0.01,102,6,300,1032,1440,"3,891",0,0,0
88776893914/24/2016,8877689391,4/24/2016,Sun,"16,674",15.74,11.01,0.01,4.69,0.00,64,1,227,1148,1440,"3,455",0,0,0
88776893914/25/2016,8877689391,4/25/2016,Mon,"12,986",8.74,2.37,0.07,6.27,0.01,113,8,218,1101,1440,"3,802",0,0,0
88776893914/26/2016,8877689391,4/26/2016,Tue,"11,101",8.43,1.76,0.13,6.50,0.00,22,3,258,1157,1440,"2,860",0,0,0
88776893914/27/2016,8877689391,4/27/2016,Wed,"23,629",20.65,13.07,0.44,7.10,0.00,93,8,235,1104,1440,"3,808",0,0,0
88776893914/28/2016,8877689391,4/28/2016,Thu,"14,890",11.30,4.93,0.38,5.97,0.00,58,8,231,1143,1440,"3,060",0,0,0
88776893914/29/2016,8877689391,4/29/2016,Fri,"9,733",7.39,1.38,0.17,5.79,0.00,18,5,210,1207,1440,"2,698",0,0,0
88776893914/30/2016,8877689391,4/30/2016,Sat,"27,745",26.72,21.66,0.08,4.93,0.00,124,4,223,1089,1440,"4,398",0,0,0
88776893915/1/2016,8877689391,5/1/2016,Sun,"10,930",8.32,3.13,0.57,4.57,0.00,36,12,166,1226,1440,"2,786",0,0,0
88776893915/2/2016,8877689391,5/2/2016,Mon,"4,790",3.64,0.00,0.00,3.56,0.00,0,0,105,1335,1440,"2,189",0,0,0
88776893915/3/2016,8877689391,5/3/2016,Tue,"10,818",8.21,1.39,0.10,6.67,0.01,19,3,229,1189,1440,"2,817",0,0,0
88776893915/4/2016,8877689391,5/4/2016,Wed,"18,193",16.30,10.42,0.31,5.53,0.00,66,8,212,1154,1440,"3,477",0,0,0
88776893915/5/2016,8877689391,5/5/2016,Thu,"14,055",10.67,5.46,0.82,4.37,0.00,67,15,188,1170,1440,"3,052",0,0,0
88776893915/6/2016,8877689391,5/6/2016,Fri,"21,727",19.34,12.79,0.29,6.16,0.00,96,17,232,1095,1440,"4,015",0,0,0
88776893915/7/2016,8877689391,5/7/2016,Sat,"12,332",8.13,0.08,0.96,6.99,0.00,105,28,271,1036,1440,"4,142",0,0,0
88776893915/8/2016,8877689391,5/8/2016,Sun,"10,686",8.11,1.08,0.20,6.80,0.00,17,4,245,1174,1440,"2,847",0,0,0
88776893915/9/2016,8877689391,5/9/2016,Mon,"20,226",18.25,11.10,0.80,6.24,0.05,73,19,217,1131,1440,"3,710",0,0,0
88776893915/10/2016,8877689391,5/10/2016,Tue,"10,733",8.15,1.35,0.46,6.28,0.00,18,11,224,1187,1440,"2,832",0,0,0
88776893915/11/2016,8877689391,5/11/2016,Wed,"21,420",19.56,13.22,0.41,5.89,0.00,88,12,213,1127,1440,"3,832",0,0,0
88776893915/12/2016,8877689391,5/12/2016,Thu,"8,064",6.12,1.82,0.04,4.25,0.00,23,1,137,770,931,"1,849",0,0,0
